Mechanisms of missingness,Taxonomic Level,Learning Rate,Dropout Rate,Number of Epochs,Condition,Mask Ratio,MSE (CLR)_mean,MSE (CLR)_std,MSE (CLR)_median,RMSE (CLR)_mean,RMSE (CLR)_std,RMSE (CLR)_median,MAE (CLR)_mean,MAE (CLR)_std,MAE (CLR)_median,R2 (CLR)_mean,R2 (CLR)_std,R2 (CLR)_median,Pearson (CLR)_mean,Pearson (CLR)_std,Pearson (CLR)_median,Spearman (CLR)_mean,Spearman (CLR)_std,Spearman (CLR)_median,CCC (CLR)_mean,CCC (CLR)_std,CCC (CLR)_median,NRMSE (CLR)_mean,NRMSE (CLR)_std,NRMSE (CLR)_median,MSE (RA)_mean,MSE (RA)_std,MSE (RA)_median,RMSE (RA)_mean,RMSE (RA)_std,RMSE (RA)_median,MAE (RA)_mean,MAE (RA)_std,MAE (RA)_median,R2 (RA)_mean,R2 (RA)_std,R2 (RA)_median,Pearson (RA)_mean,Pearson (RA)_std,Pearson (RA)_median,Spearman (RA)_mean,Spearman (RA)_std,Spearman (RA)_median,CCC (RA)_mean,CCC (RA)_std,CCC (RA)_median,NRMSE (RA)_mean,NRMSE (RA)_std,NRMSE (RA)_median,MSE (RA non-zero)_mean,MSE (RA non-zero)_std,MSE (RA non-zero)_median,RMSE (RA non-zero)_mean,RMSE (RA non-zero)_std,RMSE (RA non-zero)_median,MAE (RA non-zero)_mean,MAE (RA non-zero)_std,MAE (RA non-zero)_median,R2 (RA non-zero)_mean,R2 (RA non-zero)_std,R2 (RA non-zero)_median,Pearson (RA non-zero)_mean,Pearson (RA non-zero)_std,Pearson (RA non-zero)_median,Spearman (RA non-zero)_mean,Spearman (RA non-zero)_std,Spearman (RA non-zero)_median,CCC (RA non-zero)_mean,CCC (RA non-zero)_std,CCC (RA non-zero)_median,NRMSE (RA non-zero)_mean,NRMSE (RA non-zero)_std,NRMSE (RA non-zero)_median,Aitchison distance (mean)_mean,Aitchison distance (mean)_std,Aitchison distance (mean)_median,Bray-Curtis (mean)_mean,Bray-Curtis (mean)_std,Bray-Curtis (mean)_median,Jensen-Shannon (mean)_mean,Jensen-Shannon (mean)_std,Jensen-Shannon (mean)_median,Zero precision_mean,Zero precision_std,Zero precision_median,Zero recall_mean,Zero recall_std,Zero recall_median,Zero F1_mean,Zero F1_std,Zero F1_median,Richness true_mean,Richness true_std,Richness true_median,Richness imputed_mean,Richness imputed_std,Richness imputed_median,Richness abs diff_mean,Richness abs diff_std,Richness abs diff_median,Evenness true_mean,Evenness true_std,Evenness true_median,Evenness imputed_mean,Evenness imputed_std,Evenness imputed_median,Evenness abs diff_mean,Evenness abs diff_std,Evenness abs diff_median,Shannon eff true_mean,Shannon eff true_std,Shannon eff true_median,Shannon eff imputed_mean,Shannon eff imputed_std,Shannon eff imputed_median,Shannon eff abs diff_mean,Shannon eff abs diff_std,Shannon eff abs diff_median,Bray-Curtis rarefied_mean,Bray-Curtis rarefied_std,Bray-Curtis rarefied_median,Jaccard index rarefied_mean,Jaccard index rarefied_std,Jaccard index rarefied_median
MAR,l7_species,0.001,0.7,3000,all,0.1,0.6364517833837308,0.0440794707664033,0.6505742993660486,0.7973455847831675,0.0277248747220779,0.8065803084738834,0.1667536310547888,0.014710589712864612,0.16456756177432685,0.21121298169154015,0.027172850343457965,0.20246531381010005,0.47800076240899597,0.026264007543479323,0.4710782391927783,0.8249573430226007,0.09313080138639929,0.8419186208659462,0.3922711008010989,0.033291291105866365,0.3968789381925495,0.0783917766367784,0.0026347439026931175,0.07929291261575155,0.00037725963064032004,4.711808879024001e-05,0.0003683237154452,0.019389082354264408,0.0012124887627999713,0.0191909251813591,0.00192521589779052,7.107230411535856e-05,0.0019206648009715,-0.04307376783601014,0.07847092476318425,-0.0637288497265696,0.2582507387586336,0.05773737082056203,0.24124358225005343,0.048176594570146856,0.016014470286231052,0.049181215720165095,0.22278616561292344,0.05629629887470071,0.22033457846892401,0.02121250077236215,0.0013653303353090911,0.02128715622872855,0.00893165957290351,0.0018089112107812398,0.00824213459333485,0.09409939779453416,0.009247396487033916,0.09078249017846055,0.03189017336024906,0.0033147006383494725,0.03112286508722,-0.09503433274297195,0.06866047348792977,-0.1172556758339213,0.21705313689142192,0.059966898151612456,0.2022498006551529,0.32088347693509167,0.03842206791207855,0.3098047236445238,0.17801930660566184,0.05619101727956056,0.1737889753393026,0.10298118633484962,0.009851190319940856,0.10035904591565885,22.47031009609613,0.7520731595614721,22.718613813941634,0.8018524214297656,0.029601614664044453,0.7999568896046519,0.8239470953802843,0.02405663051251687,0.8192777634608377,,,,0.0,0.0,0.0,,,,32.61931911705202,2.8455538577310207,33.78888888888889,488.26333682995244,58.80277100956831,471.8355209187859,455.6440177129004,57.61696997479257,440.6811594202899,0.5428840623190535,0.018414953241463725,0.5409940511775999,0.6734952935529297,0.05929914447199426,0.6578537169576641,0.21781510962459083,0.04540717707936775,0.20160922040100543,8.052707154137405,0.8149782879380726,8.170976686541792,115.07782696767879,63.92618866435077,107.73404306161513,107.80355123117593,63.84240439071218,100.99076722462486,0.8033316015314668,0.030295346595717032,0.8030977629999803,0.0478189057171438,0.0035524952592794327,0.049411396251331896
MAR,l7_species,0.001,0.7,3000,all,0.2,0.6401829996532642,0.029954895035394898,0.6430483148847375,0.7999146276348957,0.018844042648076282,0.8019024365712011,0.16536507825241425,0.0072149014241114804,0.16613989930085427,0.21210722464004253,0.015553116781440671,0.209741326433796,0.4809371203710683,0.013866455230850274,0.4763647261890691,0.8511544319560487,0.029354776689348508,0.8581323696507817,0.40284342579266663,0.013916312918945385,0.3949353256422632,0.07817811899279734,0.001615338777680756,0.0782334141645078,0.00038380385036454,1.7972204459343834e-05,0.000386611906749,0.019586046379363183,0.00046023857341629385,0.01966244676086885,0.00191676183149569,2.4868838350143124e-05,0.00191943736203055,-0.08024102264468078,0.04894476061853421,-0.07426996309028516,0.24993935976850298,0.021585680683790485,0.2469266938946219,0.044781658621892526,0.010349138649088315,0.0449743470083116,0.22378929499367453,0.019212668582482773,0.2192140682251456,0.02101464620718447,0.00035003407917493466,0.0210725375785795,0.009050538906258671,0.0006898488455559157,0.008779892085877952,0.09507389282518651,0.0035736394961595553,0.0937002754133201,0.03281723105042138,0.0012941963134846433,0.0328658605933311,-0.13193596274995645,0.04183391786384433,-0.13203043048804586,0.20620443879511235,0.023626810573280973,0.2036454835807891,0.31891299142068646,0.02185150052845929,0.32251357805476827,0.1759197463662918,0.020648673875603797,0.17282534688814444,0.102055068542749,0.003069728719234055,0.1009500127947766,22.543952131740618,0.4981863200308924,22.542067909735046,0.7983313028179745,0.010357871172831655,0.7994456612857447,0.8192975570030929,0.007891764249281138,0.819947966679143,,,,0.0,0.0,0.0,,,,32.394145319059064,1.5209908448258767,32.34342366159947,480.1647199340876,43.11110562003713,467.6632751937984,447.7705746150285,42.12093931245047,435.42829457364337,0.5468424189114816,0.015894898093121772,0.5496693417957268,0.646027988011997,0.021382248857524794,0.6456715511829285,0.19535672727913123,0.02978569233657814,0.18882856330841435,8.120825477980937,0.5343304132255822,8.13079218527452,85.42608376715793,29.491524168941517,78.8474991063556,78.05071295594004,29.574216873984707,71.63088927246775,0.8006636398861238,0.010210914298215456,0.8014406621205122,0.04759655491709312,0.0013797263305647333,0.047523040588311444
MAR,l7_species,0.001,0.7,3000,all,0.3,0.6547024055817495,0.013989839937507964,0.6495364251080619,0.809095279068513,0.008643235684927393,0.8059377427660884,0.17428244096639506,0.01305783146150942,0.16833240750727252,0.20553558632100177,0.010357625262370714,0.2078241706180023,0.47288769217987536,0.011083850971169325,0.4751262353658478,0.7322507392720362,0.26425774309549427,0.8496582833645678,0.3896086884816915,0.012365500379657467,0.39528831397072056,0.07880933276906474,0.0013026328500375579,0.07867861338410051,0.00038626364321569,3.681950820231831e-05,0.00037557350023875,0.01963392256981668,0.0009265993609683342,0.01937755125520875,0.0019173095101550502,3.174141846376365e-05,0.0019101338082991499,-0.11566813390772526,0.07437565116965289,-0.0901456466549144,0.240637431892938,0.03464080572716883,0.24003284482518306,0.05984431212867354,0.04231377011611546,0.03993563217443205,0.2194300700313426,0.030134488645777863,0.22198889838998145,0.021223712842010613,0.0010021359010169513,0.021104286553818602,0.00889125954375869,0.0008304746047229604,0.00870491355392915,0.09420291632940339,0.004355086272159166,0.09328720339060595,0.03262785545447538,0.0009655487789682596,0.0323858780640042,-0.1610355311578398,0.06947127611369308,-0.14602043552159574,0.19788467728448245,0.03750487622189609,0.19285739631025683,0.2938545977728392,0.02728862266723259,0.29420948847771344,0.17183764583652142,0.03131533460841871,0.17095316731407556,0.10187768794244556,0.004569921274247058,0.10179710041440755,22.817596182298054,0.2858036835546103,22.724428333344363,0.7985594109795996,0.01322030079016044,0.7955707311566174,0.8217993911482377,0.010539390798867261,0.820090546971746,,,,0.0,0.0,0.0,,,,33.04296262530067,0.759144929581506,32.93688141923436,501.9569646704376,42.24836972466944,521.1414697513299,468.91400204513695,41.73653071326265,488.70719411109735,0.5532307435206765,0.014689992757430824,0.5559617952623959,0.6302967980806321,0.024746772855324384,0.6236162252656001,0.1692577044160881,0.0326475942426176,0.17164511821413841,8.35101326407997,0.23241003392265064,8.285093885152477,68.30861936283412,30.685162456735892,54.978299539438325,60.58779764475084,30.591731813279512,47.1842259542188,0.8000795460763526,0.01342465126813835,0.7970069295286744,0.04694926669960538,0.0014479905187477328,0.04713987915337895
MAR,l7_species,0.001,0.7,3000,all,0.4,0.6593495654210405,0.015759625091516148,0.6631935975514524,0.8119508890397146,0.009736484002476533,0.8143665693863107,0.18476728070806375,0.01411626847325753,0.18700603995501364,0.19642433852322375,0.007626462975847211,0.19686696498529282,0.46372701737908456,0.007995873827338502,0.4627433962120999,0.5712837199347918,0.28017537040085005,0.6987979045398252,0.38412647934047384,0.009726621685367587,0.3845175286403219,0.0788647059903895,0.000808808256138486,0.07908429523394594,0.00038561642956665,2.509522248513638e-05,0.00038628209173330005,0.019627877832394648,0.0006349465097928192,0.01965385778171425,0.0019171340564188197,2.9812708437449856e-05,0.00191915084154485,-0.11509506942097163,0.05735540597173635,-0.11629633290361906,0.2459527066492762,0.027877882635106644,0.24548644337317424,0.10848883238274945,0.08284964202554773,0.05719091006289955,0.22601116722359255,0.02336861829692505,0.22541772659129028,0.02095779431063317,0.0008059070235863916,0.02078085612971805,0.00887424908708834,0.0006639774924843809,0.0088777402310162,0.09414380259015391,0.0035266479133872976,0.09421731048387086,0.03288830388700698,0.0013079911188958137,0.033126322978469694,-0.15638966956316966,0.06177567473843695,-0.16425304219244896,0.20537855469519267,0.03324182626716538,0.203673824540463,0.295171792797538,0.02203107367104724,0.30263083874431906,0.17943734594208952,0.026610805255606163,0.1798831405065038,0.10058242440970169,0.004558484323856721,0.10031923007446995,22.94241675953477,0.2621054670553211,23.027047148973793,0.7984863344984563,0.012416993064194887,0.7993263255034613,0.8204096146871638,0.009072341134504123,0.8206901028568713,,,,0.0,0.0,0.0,,,,33.04420191717037,0.9071845688508445,33.02741228070175,502.21493434674795,35.60561676979473,491.7318610876303,469.1707324295776,35.109825128765834,458.0026944209636,0.5523835348838023,0.007696630105316294,0.5535029242614646,0.6189658135040337,0.017412378758056665,0.6230190749282163,0.14848110196445918,0.023574429947365198,0.14801439003554115,8.23970474495149,0.30090548205513706,8.266712465015399,56.108805406933946,8.895709855403814,54.83694363977669,48.3567774911948,9.093025118921371,46.576394751865756,0.799959508230976,0.01241521978182409,0.8009254144678254,0.04645072199151426,0.0015977246942760887,0.046072695472431396
MAR,l7_species,0.001,0.7,3000,all,0.5,0.6586745748214478,0.03176531953329477,0.6523679321168774,0.8113778055719989,0.01945454664411658,0.8076921224588005,0.19195862395697347,0.011977170209652943,0.1939945025393135,0.19122233003593275,0.03896643320736152,0.20254164844925254,0.4617870489962247,0.023785539929174003,0.4642668932523532,0.39787446584194314,0.2536939322905634,0.2442939609480818,0.33483579425230925,0.08790135413595601,0.36772480455134926,0.07879882426582592,0.0019488369514082708,0.07899094691532305,0.00038778484582658,3.4303262812284054e-05,0.00039792879099210003,0.01967441480587767,0.0008833319955175245,0.01994813680484045,0.0020004673034392,0.00012315988129091673,0.001945379270111,-0.11737105752472979,0.10461609530743987,-0.1523138297144237,0.21974324970104445,0.03464271216178813,0.2304154866913346,0.13641682435728625,0.06986110100135141,0.1359265887778954,0.1729373560455345,0.08244694162948973,0.21634409972991145,0.02101276853961239,0.0009869630841681343,0.0215242495687872,0.00914638877724026,0.0005245302090328632,0.009042575252601999,0.09560173256998587,0.002727943233608535,0.09509233769706935,0.032196611173517894,0.002110589840676126,0.032716192992124346,-0.17685302173419326,0.08071616933026993,-0.19246277952523105,0.17367110987443138,0.0432484868134542,0.1906049727985252,0.28233010513145024,0.02797864155963625,0.2915323875174415,0.13505029531191204,0.06887288208626367,0.1677067391652076,0.10214470837538532,0.0028425055290758052,0.10298281312846244,22.969594401188722,0.5660225280761214,22.89933028504726,0.8331946318824528,0.05129609055767202,0.8102504660012484,0.8508718554046062,0.04343647816694053,0.8322166326011744,,,,0.0,0.0,0.0,,,,32.65155508501679,0.8458190477905395,32.62349223137166,582.2945246290108,108.8337534110139,544.2188975982313,549.642969543994,109.31289573650835,510.30919003115264,0.5512768864791459,0.006651571166362315,0.5521922256892873,0.7033894443957127,0.14964887574171146,0.6161813361427448,0.20189503774085762,0.11945641898508592,0.13552820235902951,8.13766313353872,0.24467100990272478,8.16603753155509,180.9327185659351,229.0433187796636,52.672643191232,172.85951463579448,229.10207495744243,44.42568683479914,0.8354099900736539,0.0523780471477491,0.8112732042142463,0.04375247340048496,0.0030959800744054028,0.0447516622911164
MAR,l7_species,0.001,0.7,3000,all,0.6,0.658844650779136,0.013397821292279333,0.6565896007443166,0.8116548783329526,0.008233350705507679,0.8103021335363965,0.18939435511942498,0.0136287293883851,0.19136016950491525,0.18916903341900876,0.019123600935059333,0.1928785698948305,0.46547575609407554,0.012677609764268528,0.46819058355706483,0.5248294108065508,0.30051599065822937,0.5689942275267317,0.30102595177562524,0.06115878761601475,0.28276972797716415,0.07871639984419898,0.0007744644529438426,0.07872994494528471,0.00036078430650624005,3.385889440230432e-05,0.00034630410389095,0.01897610104562077,0.0008767969565282073,0.018609247550547,0.0020569547493561697,0.00010930021382110094,0.0021144489178286,-0.04464255042191795,0.11636945015581078,0.027592129142778102,0.2168405956622717,0.029916950950373986,0.22809886558369075,0.09524164411023872,0.04208450033014572,0.0915014832030593,0.13313230688010277,0.08237489771201878,0.08720620860090955,0.020298628310961082,0.0011680310804914006,0.0198624417260643,0.0087587219553339,0.0006049335177509326,0.0086721850580416,0.09353808205514746,0.003223035280675612,0.09312411966984095,0.03050637303685057,0.002436434188873355,0.02927434278722505,-0.12396174831023106,0.0938027056274864,-0.0726362235573534,0.1698324772705893,0.03476787929287504,0.17797796577515201,0.27631346739748813,0.03255421757709578,0.28078205416999746,0.10128677009276524,0.07122599149797347,0.061520799865302296,0.10009160654340281,0.004506494826647265,0.09987364147500866,22.997780329585325,0.264008152714145,22.951261157505137,0.85672165310687,0.045523539056489815,0.8806679742756449,0.8722697772521626,0.03732224605318881,0.8908201895988784,,,,0.0,0.0,0.0,,,,32.45533542249087,0.4223636919064013,32.40298281092012,659.362506451348,129.13831285188857,748.7375,626.9071710288572,129.24523266420672,716.3945790816326,0.5517234674295011,0.008751448071059143,0.5518302873443807,0.8042795357436597,0.15310550563413794,0.9105597804756929,0.27749760058969,0.12698003757785203,0.36396159041684284,8.082328987858194,0.195243774687527,8.049486507041209,305.59689629854194,215.90750543191248,430.6503226215462,297.56867034431605,216.02976110766426,422.5506887163948,0.8594154867376458,0.04633902350804756,0.8838200064297508,0.0420575948016632,0.0029599215689018374,0.0405606408518503
MAR,l7_species,0.001,0.7,3000,all,0.7,0.6587170028701866,0.014621152768069145,0.6568356006263656,0.8115690608036983,0.008985322376562195,0.8104531565189492,0.18906434743957581,0.01322079893008002,0.18700335680229124,0.1950755323813387,0.020819204845304085,0.19882411778618544,0.46325109116026697,0.02033113834101926,0.46661472205664095,0.4608715210976295,0.3305767669113625,0.5026405237581686,0.3168207709472534,0.05311088974519534,0.3174989203731301,0.07880772735046204,0.0008742862128729573,0.078422387106693,0.00035280815091141,3.454893252498783e-05,0.00034428638096535,0.01876309043727897,0.0009156589333153729,0.01855486705619325,0.00203248933204164,7.911321415072829e-05,0.0020053040888501003,-0.03482321969411843,0.1095816352932417,0.014201019972503599,0.22430654399829328,0.02528456821880066,0.2251069072097521,0.1028846169161642,0.05986097663707417,0.08672163314530335,0.14661957782328902,0.06332613552349144,0.15213800176257364,0.01981438198674208,0.0010909328128915696,0.019597410550971348,0.0085403271883869,0.0007176262439565648,0.0086897433277568,0.09233889640204053,0.003923632053224623,0.09321766271837414,0.030585094855578483,0.002395298202657949,0.030036178710461547,-0.1151989610038564,0.09089293387968439,-0.08344411394849946,0.17540328407606282,0.02563582987680877,0.17775009634063035,0.2800275116063891,0.03136001765621294,0.2849703707942886,0.10854781773818674,0.05484825532666029,0.10484898934281986,0.09756325088824341,0.004869529242282672,0.09875526506195305,22.995545703191265,0.25134709177138703,22.951377239114994,0.8465318067953607,0.03295065369378364,0.8352091530060823,0.8639547894220418,0.028271046086492665,0.8576949829586489,,,,0.0,0.0,0.0,,,,32.48575753791988,0.8315605917630441,32.45959998671052,644.1806580665135,75.79123517262876,656.6714713936792,611.6949005285936,75.79961811812134,624.0170601731922,0.5557028588875832,0.006415515950398357,0.5566264168625334,0.7897970656299744,0.11977857314973678,0.8046639782609053,0.25933730597520666,0.10008874123230596,0.27530651056906663,8.210446613588473,0.26947675068939314,8.231607844208924,248.59068198013605,165.92284378192278,235.7682860997137,240.434797931813,165.98388637632598,227.60045695028396,0.8492193985462426,0.033782415906847586,0.8376260362205387,0.04221433498849879,0.0020370873924622046,0.0416995743685911
MAR,l7_species,0.001,0.7,3000,all,0.8,0.6818626488499949,0.0494494994062251,0.6717157385802615,0.8252736985661135,0.02955167423349449,0.8195766729055898,0.19723844242901672,0.014624314034225611,0.19091199003581644,0.16026862714603957,0.055739425895952766,0.1843539893809635,0.4430536417564335,0.02616764888707268,0.4413141560038361,0.25120243011966636,0.27745415446981675,0.2761949350089698,0.26608706110824937,0.10021822134092513,0.3140602206137323,0.07978379558890933,0.0029780177510141904,0.0789630472102468,0.0003680808423224,3.9633166391405765e-05,0.00036254195613784996,0.01916161752332619,0.001007337641848418,0.01904031635415635,0.00207746324728564,0.0001172467867931691,0.0020267991006392002,-0.0622053636038203,0.13284338038155136,0.00441633129089285,0.21750921613290114,0.029084750119178916,0.2185073223532923,0.1105165990114307,0.032137310868721,0.10163698146505154,0.1296987197712088,0.07960328318962638,0.14403673772728615,0.02014104928113742,0.0011071547398943614,0.019933200382566102,0.00899028007076911,0.0007274493628970002,0.0087344342179134,0.09474919479073532,0.0037815571860810265,0.0934581943036555,0.03105440013372862,0.002183943818954325,0.0307022974945288,-0.1420939549505489,0.11544238374571335,-0.10142991614080105,0.1667346533496839,0.038087673312172006,0.17780878233328756,0.2599789939962254,0.024882201970231627,0.26276098393015385,0.09807258515780275,0.06496738414124174,0.1022395295940952,0.09962874952397796,0.004018584824364873,0.09922974155607389,23.379324918743663,0.8408319363212489,23.21604652241425,0.8652634424944867,0.04883328669935388,0.8441618254162371,0.880674898628965,0.0399092293749238,0.8649433031042826,,,,0.0,0.0,0.0,,,,32.256456872373484,0.8946048718544474,32.69624235886372,675.8707535289341,70.99108168789195,693.7116935483871,643.6142966565606,71.32805406991623,662.6462365591399,0.55321322760394,0.007916467673517405,0.553960156444379,0.8010812795840108,0.13713083915588306,0.8183230665466785,0.27016813289827574,0.11547105073621401,0.2731653596118141,8.191572204770067,0.33729207153228224,8.198454547126822,291.39474252546904,223.90465648922074,230.35426544328226,283.204093390571,223.96157544427132,222.34626609292633,0.8681762128923657,0.04967486683853874,0.846894179242586,0.04090187910143359,0.0018872783807381893,0.04039653499410085
MAR,l7_species,0.001,0.7,3000,all,0.9,0.7129691524908572,0.0324726204819823,0.7150109645198046,0.8441775907879789,0.019245423763721507,0.8455415603847798,0.20287493663095005,0.010556418699296468,0.20114009095197188,0.13462429515251456,0.03216304832048784,0.12820264702089665,0.41794097503958516,0.036309528893638435,0.4311953828859225,0.1663280645279309,0.078157528478789,0.17400672325618655,0.20740960209713494,0.052556468493859025,0.18758240602827525,0.08223005672253418,0.001748769623218598,0.0824289900126703,0.00033757039937272004,3.23713582628536e-05,0.000325485204439,0.018355757876193448,0.0008409995133605682,0.018041048267594048,0.00218022128008417,7.545817113083874e-05,0.0022080979431677,-0.009878494919804828,0.10672308350560482,0.01571818377952455,0.1848355583955707,0.03884976552670396,0.1819329778618773,0.16809903497796713,0.05249364594799627,0.14685786575731163,0.05544406408790181,0.061138371554803665,0.02413838353451845,0.01952747791861984,0.0008328679613533298,0.0194460206721877,0.00827807227128603,0.0006673889447274091,0.00823635614420615,0.09091894395053253,0.003623672508810118,0.09075274492190966,0.028882005510020247,0.0019142627137886438,0.028793347935604348,-0.10714132120885969,0.0831053241676863,-0.08973803093341956,0.12752816685132,0.04704163909853786,0.11537314503697091,0.2667864764692859,0.0287562100208549,0.27777639428333545,0.03858100966781461,0.05315077521541346,0.01367913180602,0.09676975443680838,0.003396069282435188,0.09583907935448086,23.95188874034445,0.5420657987234129,24.015704767515846,0.9080621631550745,0.03142832827599303,0.9196727933293568,0.9149721865408077,0.02522775771878998,0.9243106420401566,,,,0.0,0.0,0.0,,,,32.47789650274808,1.3326674667747893,32.09579467405712,712.6383728775642,73.05326297993831,718.9017901164334,680.1604763748161,72.58413069903568,687.6411802632078,0.5609571842792684,0.006625016545398073,0.5609138549242149,0.9182120171633772,0.09783081636272592,0.9602969109966898,0.36167980373685193,0.08716303001134779,0.39795003174240406,8.37229038575465,0.3661321004043723,8.314136806125909,486.3117804190316,173.40579511874773,581.6434111743388,477.9394900332769,173.39902687221448,573.1767201885397,0.9119808552596453,0.03193154311412706,0.923631392359693,0.04073656724351143,0.0015307162196198396,0.04064965191816165
MCAR,l7_species,0.001,0.7,3000,all,0.1,0.6187500690169312,0.04463842374863512,0.6105442954784439,0.7861544291079131,0.02811252411574468,0.7813693210334713,0.1572394197465803,0.009278617711473576,0.15588239331942455,0.24036325508821355,0.02584413625732953,0.2362195060587018,0.5052283039630734,0.024983996665305663,0.5019319563589191,0.8690702501639945,0.02694906969722121,0.878392356571192,0.42069825700513225,0.029030979317615866,0.4191025792505979,0.07790350621340714,0.002966352061414246,0.0775054204240322,0.00036254650819855,5.0334968285775e-05,0.0003741645021866,0.018998966492946658,0.0013273952766741223,0.019343323605113448,0.0018866406509500297,8.396083673605707e-05,0.00188674164255555,-0.05304435767411655,0.06016266496412981,-0.056884147611935804,0.2715413912650339,0.0630575294961142,0.2711454671125843,0.05721192777417532,0.016954306723345306,0.0605931136900126,0.24503203058460438,0.06533064006109626,0.2479916813271998,0.0214697349395357,0.0011510762382902727,0.021173524805199198,0.00881741552806333,0.0016561839965195551,0.0089777652837492,0.09351981857317393,0.008910609288558642,0.09473258630558384,0.03287302856537151,0.0025805951207949324,0.03313100920092015,-0.12819114957014355,0.0576035317171167,-0.13918419028419743,0.2203942630665972,0.06421621514189178,0.21910244042035384,0.3378379740254789,0.0415780180566351,0.33900459682207146,0.1925562132053607,0.06457638068575076,0.19499699078753224,0.10569826793245123,0.008188317974809503,0.10578600544464406,22.22487422308482,0.7442524679548753,22.133695600970874,0.785785831120705,0.03496968850056733,0.7858278941244021,0.8108721169923004,0.028857065854032457,0.8106777268521186,,,,0.0,0.0,0.0,,,,31.877777777777776,2.5357417618083424,32.022222222222226,434.3377777777778,57.20191541873416,432.9555555555556,402.46,57.60325593792599,403.2444444444444,0.5560876633783952,0.020092876534215903,0.5569182833252784,0.6552522818736205,0.04461386541752202,0.6442703363614225,0.20749100799290895,0.04371753780639092,0.19338504690958758,8.228608346167011,0.8222288348469733,8.113152593138267,98.42574528050639,56.733894783397055,79.14132122244125,91.17974956309388,56.917681483979784,71.79376958230657,0.7868665535733973,0.03616532008554047,0.7860503211549544,0.050026111756612104,0.00484341282157448,0.0498306744074919
