Taxonomic Level,Condition,Mechanisms of missingness,Mask Ratio,Iteration,Pseudo Count,Seed,MSE (CLR),RMSE (CLR),MAE (CLR),R2 (CLR),Pearson (CLR),Spearman (CLR),CCC (CLR),NRMSE (CLR),MSE (RA),RMSE (RA),MAE (RA),R2 (RA),Pearson (RA),Spearman (RA),CCC (RA),NRMSE (RA),MSE (RA non-zero),RMSE (RA non-zero),MAE (RA non-zero),R2 (RA non-zero),Pearson (RA non-zero),Spearman (RA non-zero),CCC (RA non-zero),NRMSE (RA non-zero),Aitchison distance (mean),Bray-Curtis (mean),Jensen-Shannon (mean),Zero precision,Zero recall,Zero F1,Rarefaction depth,Richness true,Richness imputed,Richness abs diff,Evenness true,Evenness imputed,Evenness abs diff,Shannon eff true,Shannon eff imputed,Shannon eff abs diff,Bray-Curtis rarefied,Jaccard index rarefied
l7_species,all,MNAR,0.1,0,5.015249999995e-05,4219393174,0.55847337904347,0.7473107647046643,0.2529791476648433,0.3578025276680725,0.5987148774723313,0.2510083161948684,0.5165721454342647,0.07331540565335044,0.00032959762596279434,0.01815482376567711,0.0018221464072946778,-0.01823721068727613,0.30197371877182483,0.20049027723896645,0.2728935099682693,0.019456795519268023,0.007091029973437738,0.08420825359451256,0.026862733633108257,-0.06749443199213556,0.2720834739439725,0.4631268101268041,0.2352148290658308,0.09029787690168978,21.201812238150822,0.7589239786382331,0.7805943468974559,0.9683944374209861,0.0213757499651179,0.04182820946868345,1911,35.17777777777778,528.9555555555555,494.84444444444443,0.5607993944940641,0.7136585934659918,0.22188328952326172,8.637756459636126,141.65706706869764,133.99153537432096,0.7630094772951916,0.05942759353728756
l7_species,all,MNAR,0.1,1,5.015249999995e-05,1806604068,0.5426992833673799,0.7366812630760877,0.24374560110015026,0.3537094180539204,0.5948136043671778,0.26427268114357655,0.5266722375923096,0.07332538041259014,0.0003969134220143212,0.019922686114435505,0.0018626236687191906,-0.14640145452799813,0.2677010806656743,0.19580004557200636,0.2554618446117585,0.022547632036302195,0.009024936513181873,0.09499966585826433,0.029247642911734078,-0.24567288286860722,0.2250504287238886,0.4189864876275501,0.21213929266523915,0.10759998397488106,20.92402457837242,0.7757827580215427,0.7915144580634238,0.9694462126034373,0.08494617658542027,0.1562051282051282,1459,33.91111111111111,425.55555555555554,393.73333333333335,0.5471038419221275,0.6808274064143973,0.26543029234634735,8.195155019487418,121.15789650440969,114.85667368877101,0.7799558297159394,0.07603386527801982
l7_species,all,MNAR,0.1,2,5.015249999995e-05,3691718975,0.5905767046945857,0.7684898858765714,0.25864069722960475,0.36070037060755766,0.6009612026550863,0.355602269334149,0.5214820115649015,0.07635860824555707,0.0003503793375298763,0.018718422410285443,0.001838073674461969,-0.18303230962212402,0.2910911248364806,0.19151585851894312,0.28463969086472946,0.021747882688346126,0.0074912602595860476,0.08655206675513906,0.02818739880127892,-0.29920039924629793,0.24516844433323232,0.4118102777600423,0.23739781650917494,0.100621149592274,21.75269856484629,0.7655576854134102,0.7856583359985321,0.9731113956466069,0.021256957458115403,0.04160508019926643,1911,36.977777777777774,473.46666666666664,436.97777777777776,0.5887961731944705,0.647771030758162,0.22914966743039372,10.026235402924467,105.35165923604751,97.94805617655851,0.7694633408919122,0.07284695663985144
l7_species,all,MNAR,0.1,3,5.015249999995e-05,2046935738,0.5431947898754418,0.7370174963156857,0.2361044862533786,0.34140174048831007,0.5842984837153296,0.34403612318315885,0.5082860617837552,0.07268515794642151,0.0003559743364899115,0.018867282170199066,0.0018686817853461885,0.015798092700823774,0.33835964532942997,0.18335207019009928,0.30970336182464514,0.01976779398253599,0.008584747295517567,0.09265391138811986,0.030560592948276444,-0.06637531086556225,0.2993945415202035,0.41660670718464826,0.2690303819125466,0.09714324429788031,20.983123702848587,0.7783059635966876,0.7971415828883868,,0.0,,1517,31.977777777777778,454.7111111111111,422.73333333333335,0.5491054708130352,0.6987580084450712,0.2435588192887634,8.140553217959898,130.04528838696274,123.58407811623812,0.7809126199370101,0.059156211354781024
l7_species,all,MNAR,0.1,4,5.015249999995e-05,2537963614,0.6097464809996274,0.780862651815047,0.2655593081273543,0.3407671824191134,0.5837563392795028,0.32569276184589807,0.5092036026363606,0.07633116195457705,0.00035247699013140986,0.018774370565518565,0.0018520110139941617,-0.16114825813096179,0.28057441366542124,0.19001576300341919,0.27128714930472964,0.019670447823012707,0.006882641713699069,0.08296168822835676,0.02699347057957406,-0.20722023731204842,0.2482893120820237,0.3870161971281285,0.23442539598598566,0.08696902286873284,22.121524459531194,0.7713625873285685,0.7880645059790767,1.0,0.0007848413499271219,0.001568451714093659,1911,38.333333333333336,460.7111111111111,422.3777777777778,0.5792363070859036,0.6386833157450208,0.21459241665245515,10.010490885266396,97.408129428919,89.09867227889524,0.7753008895866038,0.06579123434489828
l7_species,all,MNAR,0.1,5,5.015249999995e-05,16679524,0.5450816035029651,0.7382964198091205,0.24281670730818128,0.3832524992741758,0.6192557049818757,0.3317314897553614,0.5482100126243562,0.07335449387437395,0.00036824899620202176,0.01918981490796672,0.0018083501792858965,-0.2697354050149423,0.30066289059481033,0.16829657392550368,0.29902864952351277,0.022688581412922904,0.00829320019485267,0.09106700936592059,0.0296929472623228,-0.4102199672175473,0.2541011628528457,0.46719415965683797,0.2503865701672702,0.10773737312242504,20.954968778848485,0.7531778496725757,0.7701086211059821,0.988673139158576,0.01704989396137962,0.03352169857903111,1911,35.22222222222222,449.77777777777777,414.55555555555554,0.5842777434727496,0.6235159214033731,0.2035954410181959,9.3878324060174,101.48741056429611,95.68846670378144,0.7557299843014129,0.06660914242044864
l7_species,all,MNAR,0.1,6,5.015249999995e-05,1756584471,0.5362252418845875,0.7322740210362426,0.24118691463084843,0.3612512855410749,0.6010455534709891,0.30031837090301805,0.531641024316122,0.07158150894388789,0.0003335390807627354,0.018263052339703115,0.0018056571270569977,-0.04244376994017807,0.3077529526145104,0.16846009301518886,0.28590803694181866,0.019134725016926694,0.007599834992102289,0.08717703248047784,0.028821262813813996,-0.11409187692839695,0.2672550256406446,0.47194876281155856,0.24128237397581204,0.09138798273431804,20.83088398218388,0.7520561934192396,0.7761577849433104,1.0,0.0005012950121146294,0.0010020876826722337,1911,33.86666666666667,485.0,451.1333333333333,0.5630712907752781,0.6689990383500196,0.2243408793326507,8.55778227249334,116.02264190333685,109.41486666976584,0.7572649572649574,0.06176794201024626
l7_species,all,MNAR,0.1,7,5.015249999995e-05,2719672353,0.5564109138783954,0.7459295636173668,0.24903470966791247,0.3743609229968389,0.6129305012305133,0.22207312265092552,0.5304492106177838,0.0746953730712649,0.00037565989627124714,0.019381947690344414,0.0018681193040500901,-0.26800498150997454,0.2585055462583964,0.19962711234725264,0.2544748177651864,0.022750120370373474,0.008117805858351085,0.09009886713134126,0.02957819064328807,-0.33499042561112646,0.22345792570379389,0.4256513968967079,0.21533830837982612,0.10583801855036584,21.15967698920295,0.7780716901368625,0.7893323745671798,0.9865871833084948,0.03692753946561053,0.07119045058608453,1517,34.46666666666667,420.31111111111113,386.55555555555554,0.5849481437947842,0.6557886876193476,0.22705487361453258,9.213775028439413,112.88734911443672,106.5483085758746,0.7829341536658612,0.07396578195505434
l7_species,all,MNAR,0.1,8,5.015249999995e-05,2247637680,0.573746498014195,0.7574605587185348,0.2505882160941619,0.37023217288512,0.6086917446072886,0.35107138682820205,0.5337291801323939,0.0749477105721224,0.00028387542657321864,0.016848603104507465,0.001747222524460326,-0.0006888852869351147,0.36051150816504307,0.19134923014563404,0.34219346297794906,0.019562644664685835,0.006064967521538007,0.07787790136834716,0.02612033339330702,-0.099666814802019,0.314091949331254,0.4584803744754067,0.29425233070322593,0.09047775740435736,21.53187165802512,0.7277181814377256,0.7601856090765942,0.9861407249466951,0.025866890380313198,0.05041146656493542,1911,36.82222222222222,471.2,434.3777777777778,0.5945027498335983,0.6608917916959031,0.19750981695957495,9.990485022471836,110.02324403034092,101.28532969515288,0.7319611605325892,0.06712548603592518
l7_species,all,MNAR,0.1,9,5.015249999995e-05,1834532658,0.5976073017710593,0.7730506463169533,0.2643190648250258,0.34283973390993927,0.5855290459864746,0.20725535538004014,0.5097123934645633,0.07735815702612504,0.0002930580233809533,0.017118937565776485,0.001787362965551705,-0.01044635086749679,0.3489056851848577,0.2021336534341389,0.3297731518405983,0.019473235448685972,0.005923200412556426,0.07696233112735364,0.026010949477766974,-0.05042689448532589,0.32471816208205895,0.4051676795304936,0.2963956895748607,0.08761541962993949,22.0233507504712,0.7444366751522853,0.7743265693343807,1.0,0.00016780869808418402,0.000335561086099382,1449,35.75555555555555,419.35555555555555,383.6,0.5867168360508324,0.6838516678620927,0.21069796348161707,9.356704487015518,116.39850356151203,108.42302848737383,0.7501418602867876,0.06825153880752625
