Taxonomic Level,Condition,Mechanisms of missingness,Mask Ratio,Iteration,Pseudo Count,Seed,MSE (CLR),RMSE (CLR),MAE (CLR),R2 (CLR),Pearson (CLR),Spearman (CLR),CCC (CLR),NRMSE (CLR),MSE (RA),RMSE (RA),MAE (RA),R2 (RA),Pearson (RA),Spearman (RA),CCC (RA),NRMSE (RA),MSE (RA non-zero),RMSE (RA non-zero),MAE (RA non-zero),R2 (RA non-zero),Pearson (RA non-zero),Spearman (RA non-zero),CCC (RA non-zero),NRMSE (RA non-zero),Aitchison distance (mean),Bray-Curtis (mean),Jensen-Shannon (mean),Zero precision,Zero recall,Zero F1,Rarefaction depth,Richness true,Richness imputed,Richness abs diff,Evenness true,Evenness imputed,Evenness abs diff,Shannon eff true,Shannon eff imputed,Shannon eff abs diff,Bray-Curtis rarefied,Jaccard index rarefied
l7_species,all,MAR,0.1,0,5.015249999995e-05,1574461591,0.5361666598016342,0.7322340198335736,0.2412248212067902,0.34454598822606197,0.5870829681047265,0.2569057772664181,0.507881310085878,0.07183629185175423,0.0002842214926878321,0.01685886985203433,0.0017686747743910329,0.18915613356422567,0.44367626333863736,0.1980685640307035,0.3676979991761656,0.018067902372984033,0.006705986390611121,0.0818900872548755,0.025984939174618707,0.11402589072377356,0.406459299226041,0.45700921733707556,0.32949103479752995,0.08781206951537165,20.89769211316605,0.7366530435338652,0.7681315469012582,,0.0,,1911,33.644444444444446,546.7777777777778,513.1333333333333,0.5435351557930387,0.7455160703353465,0.23273528482024264,7.678863117680928,182.98215780572548,175.48035204736385,0.74160125588697,0.05409516312781501
l7_species,all,MAR,0.1,1,5.015249999995e-05,1672980223,0.5483084713436853,0.7404785421223801,0.23512357372365508,0.3180641047975944,0.5642884196313847,0.41149333118712095,0.4911351087852018,0.07308309757646969,0.0003774785016286542,0.01942880597537209,0.0019084638345115228,-0.023993633222119115,0.2655129488503438,0.14329668367428866,0.2290492141314729,0.021752038298025002,0.008990192994535323,0.09481662825968515,0.029748085508140395,-0.10490496121902071,0.22239024114160152,0.4133286815014825,0.1865103839951108,0.10621647414254251,20.80376734488141,0.7948751870740491,0.8120358805019585,0.9642857142857143,0.0007348938486663037,0.001468668407310705,1918,33.21739130434783,532.1086956521739,498.89130434782606,0.536324035904094,0.723708911058319,0.29140873039296405,8.169621618622616,163.96758428619728,158.89799652261135,0.7966291880128757,0.05686773460370722
l7_species,all,MAR,0.1,2,5.015249999995e-05,355574990,0.5654628848636117,0.7519726623113447,0.2483591765230865,0.32800201583811883,0.572778503717347,0.32928304531789615,0.49774034064344835,0.07281077598845247,0.0003478271749760602,0.018650125334057684,0.0018440345648655437,0.020362370966823806,0.3487274814082954,0.16795071789157254,0.3219498973788596,0.020350607936792692,0.007993285413926098,0.08940517554328775,0.028463135533381142,-0.061009279973810226,0.3122411600910782,0.41733394533283746,0.2838080776231139,0.09760186643827184,21.16603020323068,0.7680403962664988,0.7923688486905557,1.0,2.5084660729963627e-05,5.016806301108714e-05,2372,35.08,570.54,535.46,0.5449828662968608,0.688606039768597,0.2532984013085861,8.71251733721916,149.90112575986475,144.37309295981214,0.7721585160202362,0.05442742952458186
l7_species,all,MAR,0.1,3,5.015249999995e-05,1091934880,0.48861667312421225,0.699011211014682,0.22105780591753454,0.31720377412887135,0.5639228385715821,0.2163825082112072,0.49453097510865185,0.06903692243814956,0.00038011841986832406,0.019496625858551116,0.001888165078821761,0.07882732879758036,0.3328559111600935,0.2063285031622362,0.26994259636759116,0.02089482484333851,0.010698242062679702,0.10343230666807979,0.03380302964495829,0.014872963096962621,0.3029229251410505,0.44499625566966894,0.2316176728958411,0.11093347271650676,19.853001686602035,0.7864207553292637,0.8068520979524287,,0.0,,1423,27.214285714285715,480.92857142857144,453.7142857142857,0.5223507202257507,0.751741961167712,0.26331979766451497,6.732628269619831,158.15319850919494,151.64366401333655,0.79118562393334,0.04822484395145147
l7_species,all,MAR,0.1,4,5.015249999995e-05,3397445487,0.48105224169853555,0.6935792973399189,0.2215957238489667,0.332992075540518,0.5772703754242984,0.2332845014055882,0.5065445438874172,0.06819386108226035,0.0003899147953767974,0.01974626028838872,0.0018451230917772782,0.04240939089308593,0.3356218081824083,0.1901755608071691,0.29628447602146246,0.02153926818193778,0.010933103778068245,0.10456148324344029,0.033102880141231625,-0.0371827972043155,0.2998412325280626,0.42696904828503884,0.25734203252101584,0.11412672604941496,19.650054794752936,0.7684937677252364,0.7949246285461565,0.9824150058616647,0.023162608142845296,0.04525815510909483,1758,27.933333333333334,521.7555555555556,493.9111111111111,0.517021430210416,0.7244939514816611,0.28761104210041066,6.937830129544088,163.96754904021407,158.32545950033216,0.7712678548856023,0.05349527234787587
l7_species,all,MAR,0.1,5,5.015249999995e-05,1256304153,0.5485090730951203,0.7406139838641452,0.24205850255266828,0.35013474682238865,0.5928585286521822,0.3068834379241904,0.5036614400189036,0.07315212694016127,0.0003067778495521508,0.01751507492282436,0.001810027882080712,0.0544536744407319,0.3540428418163293,0.18530512210159023,0.31718246329777566,0.019750398772246776,0.006990665633236254,0.08361020053340534,0.026416554604091633,-0.03226146148182374,0.3159104606254376,0.45369046465385204,0.2772678686266029,0.0943362226237806,20.95221383611761,0.7538766128866164,0.7874643682201029,,0.0,,1918,34.41509433962264,544.4150943396227,510.0,0.5621899703705445,0.7297232402950764,0.24394052489253007,8.671670417134374,177.47834753173447,170.4580339055322,0.7575796328722922,0.05639816099893206
l7_species,all,MAR,0.1,6,5.015249999995e-05,2178703555,0.5425560702928,0.7365840551442856,0.2419727077798633,0.33288444377615245,0.5770933343739967,0.26831832525235355,0.4942057423530173,0.07226305487789275,0.00031997253191881826,0.01788777604731282,0.0018214432060223822,0.11671000937084897,0.3868845838513508,0.18974701944640515,0.33243240600534485,0.01917059649485644,0.007422502740457117,0.08615394790987303,0.026886516050573035,0.040094746257030356,0.35009239680889,0.4409620662668575,0.2951524231313171,0.09238427649171983,20.906819690960504,0.7586310953083222,0.786170874030068,,0.0,,1911,34.13513513513514,549.9459459459459,515.8108108108108,0.5356627117671227,0.7368122257771766,0.2578732022931263,7.893800596905308,172.71958936559832,165.8960198564328,0.7634321920036206,0.0540124748875021
l7_species,all,MAR,0.1,7,5.015249999995e-05,2595759213,0.5908059332898958,0.7686390136402756,0.2575609086019341,0.32043771814205313,0.566289873137126,0.33280294182886166,0.4785228939860207,0.07540782730233866,0.0002845111714471836,0.016867458950511293,0.0018439486986215083,0.11938868237971845,0.3788182743894317,0.1877356566844427,0.31484350610879963,0.018077107437980425,0.0065289219469109525,0.08080174470214707,0.026717347934139657,0.03459033963464497,0.3367495906959603,0.39447922541683184,0.2727463953738491,0.0866450221339313,21.69516688398014,0.7680046329758584,0.790499316889177,,0.0,,1911,34.58695652173913,548.9782608695652,514.3913043478261,0.574291140547877,0.7521679178661224,0.24406664425412317,9.431887564882503,197.10019332300595,188.78827643072793,0.7708120037312582,0.056330051606420316
l7_species,all,MAR,0.1,8,5.015249999995e-05,778475753,0.5210360054305035,0.7218282381775484,0.23851111029843758,0.35833341423913023,0.5996292953223913,0.27815631173274485,0.513467569448114,0.07111830589760723,0.0003588522500049584,0.01894339594700376,0.0018083316565866152,0.06625041050132019,0.36010024703522764,0.20553790199521876,0.32064602651473656,0.020670618400880546,0.00848909540298911,0.0921362871131082,0.02817084856645268,0.005804459527371075,0.33104940286544043,0.49048827510297455,0.2867448697068292,0.10060042654696269,20.331035284796087,0.7531701349683254,0.778553062492874,0.8571428571428571,0.00017468265983463374,0.00034929413476932026,1733,32.58139534883721,505.9767441860465,473.3953488372093,0.5304177174232593,0.7105217314372042,0.24248434816218092,8.17331601936134,152.1489347802048,144.500362357464,0.7609334532132745,0.056381926163836076
l7_species,all,MAR,0.1,9,5.015249999995e-05,872197204,0.5645227771006863,0.7513473079080581,0.2462998001045456,0.32090809106961615,0.5670290600125916,0.31908451088746254,0.49705566721120753,0.07437499337118637,0.0002645575717427412,0.016265225843582413,0.0017701159467890793,0.1883047276503812,0.4554140739245071,0.18312013719955408,0.39979754267452583,0.01845029851981593,0.0061464883237881095,0.07839954287996907,0.02658065314100149,0.11880295638188154,0.4257333519331734,0.4279441142795656,0.36404701838670106,0.08898456265183868,21.35474866115955,0.7372532918376516,0.7674786012553453,1.0,5.56947925368978e-05,0.00011138338159946535,1911,34.06666666666667,521.2444444444444,487.1777777777778,0.5605078112469252,0.7149343317961677,0.2306465135942484,8.058499666973086,151.70203603270963,144.55365640526782,0.7404383975812547,0.05649103496205307
