Taxonomic Level,Learning Rate,Dropout Rate,Number of Epochs,Condition,Mechanisms of missingness,Mask Ratio,Iteration,Pseudo Count,Seed,MSE (CLR),RMSE (CLR),MAE (CLR),R2 (CLR),Pearson (CLR),Spearman (CLR),CCC (CLR),NRMSE (CLR),MSE (RA),RMSE (RA),MAE (RA),R2 (RA),Pearson (RA),Spearman (RA),CCC (RA),NRMSE (RA),MSE (RA non-zero),RMSE (RA non-zero),MAE (RA non-zero),R2 (RA non-zero),Pearson (RA non-zero),Spearman (RA non-zero),CCC (RA non-zero),NRMSE (RA non-zero),Aitchison distance (mean),Bray-Curtis (mean),Jensen-Shannon (mean),Zero precision,Zero recall,Zero F1,Rarefaction depth,Richness true,Richness imputed,Richness abs diff,Evenness true,Evenness imputed,Evenness abs diff,Shannon eff true,Shannon eff imputed,Shannon eff abs diff,Bray-Curtis rarefied,Jaccard index rarefied
l7_species,0.001,0.7,3000,EST,MCAR,0.1,0,0.0089047562685613,3580634555,0.21819587675959973,0.46711441506294765,0.23149325894435369,0.3527409041850126,0.6263427180718373,0.5562421450518017,0.5940377274731081,0.1585940063769518,0.00022139459033666738,0.014879334337821279,0.006543322847198344,0.13869735566238983,0.5918577292208509,0.6148946502709459,0.5911021659048133,0.1298907822924174,0.0004904019575985558,0.022145021056629317,0.016051241429959725,-2.274008749297768,0.29270315197874136,0.19009414227435256,0.22849748444063966,0.23703111033909757,4.886003583774214,0.3696977408667065,0.5410944056848941,0.8869346733668342,0.9105760963026656,0.8985999151463726,47,23.214285714285715,22.714285714285715,2.9285714285714284,0.954618589395916,0.9550826056436872,0.011688828475049762,20.280067283500156,19.756702628560053,2.6807853566982414,0.6124620060790275,0.38096109802930567
l7_species,0.001,0.7,3000,EST,MCAR,0.1,1,0.0089047562685613,2480952607,0.2352747702433158,0.48505130681538816,0.2609515213789441,0.3331014151121152,0.5976850998958048,0.42567876054310094,0.5580888199333559,0.17769374045683517,0.00024368093480467456,0.015610282982850585,0.007083007358462989,0.14549689704025182,0.5507199737322215,0.570402670068839,0.5499342810803658,0.162229551892097,0.0005786697681483258,0.024055555868620578,0.017199589660681608,-2.0230236148309153,0.18445996674032716,0.15587160324666433,0.14226739768181015,0.32784918335388,5.039111292076997,0.4001899157531589,0.5628847415601174,0.8940677966101694,0.8865546218487395,0.8902953586497889,44,21.642857142857142,22.642857142857142,3.2857142857142856,0.9574051865530777,0.9544869466060665,0.012620580718225607,19.03261822483632,19.75342734318457,2.861374167166258,0.6087662337662338,0.3433178681727443
l7_species,0.001,0.7,3000,EST,MCAR,0.1,2,0.0089047562685613,886436353,0.2612935248971405,0.5111687831794314,0.2674470272854822,0.260613018636508,0.5598742209814718,0.43109368939513026,0.5191109549810868,0.16360799135906468,0.0003245084574975859,0.018014118282546773,0.00812653905620549,-0.12305600286224938,0.5106384378447686,0.5449054733797889,0.5068395284558425,0.13951889617219426,0.0008266966891398327,0.028752333629460978,0.022415037663741835,-3.109741220721207,0.22716766338414976,0.21403859972256567,0.1691924397904186,0.2721819976547277,5.352420690412768,0.4591494566756103,0.5981456235970887,0.8726833199033038,0.9085570469798657,0.8902589395807644,43,21.5,19.071428571428573,4.857142857142857,0.9570900059711029,0.956484979747301,0.015560786665535327,19.00000280226453,16.811581339127734,4.488628765072405,0.6245847176079734,0.3559304559304559
l7_species,0.001,0.7,3000,EST,MCAR,0.1,3,0.0089047562685613,2872329138,0.18131347204957987,0.42580919676491236,0.19759455498808376,0.4083824460128316,0.6661264978917045,0.6820630961018946,0.6325857981023002,0.1418754050267894,0.00020938584846752587,0.014470170989574583,0.006068336587237793,0.10312730498481615,0.6097517698091082,0.6588171953023331,0.6053499244063734,0.1229069778997715,0.0004436207824224983,0.02106230714861262,0.014894471771411634,-1.8760122087289317,0.3139905277240866,0.2504153396284283,0.2637593060239819,0.2141921653018296,4.399092028270589,0.3428610171789353,0.5102651891881224,0.87751677852349,0.936436884512086,0.9060199220441749,52,25.928571428571427,22.5,4.285714285714286,0.957018070708645,0.9599625361227583,0.011104469156272976,22.641557962269655,19.815219758990256,3.9936396464860016,0.5851648351648351,0.4105021334591404
l7_species,0.001,0.7,3000,EST,MCAR,0.1,4,0.0089047562685613,1079209252,0.27513561489731275,0.5245337118787626,0.24286392012475158,0.2573700973757803,0.570575761634585,0.6037999762836889,0.5470629217245997,0.17489616673701758,0.00039649140339836805,0.019912091889059975,0.00864562869251096,-0.26193418526985024,0.5274346044805797,0.552914285177283,0.513436127713047,0.16912965572488126,0.0011642237716769294,0.03412072349287057,0.02843934025806921,-4.061150580712815,0.2418631451630927,0.14445644431114057,0.17257415114661032,0.3469891306320808,5.4922242197339,0.48847802112686933,0.6081258497965116,0.8737642585551331,0.9441248972884141,0.9075829383886257,52,21.928571428571427,17.071428571428573,7.142857142857143,0.9571383987665782,0.9593313323638374,0.01292717941415687,19.2360803562259,15.136782754639388,5.850277368622433,0.6222527472527473,0.38524883262196996
l7_species,0.001,0.7,3000,EST,MCAR,0.1,5,0.0089047562685613,1300390461,0.24674283989073525,0.49673216111978824,0.2662717598918862,0.2869392155212114,0.5921125072237434,0.4960068652293394,0.5742557747554116,0.16496810733979878,0.0002690252608679201,0.016401989539928382,0.007430030991715771,-0.05682863411612504,0.5464453165237788,0.5877175118205983,0.5416240640642569,0.13934597088124331,0.0007314374054597314,0.027045099472172984,0.02017815037305172,-5.772637541791272,0.14638736641459696,0.1676816961455231,0.09401789827397405,0.2789598821957452,5.164003546767376,0.41979675103194103,0.5643857252338976,0.8810316139767055,0.9005102040816326,0.8906644238856181,48,23.142857142857142,22.071428571428573,6.214285714285714,0.9569642748568113,0.9567539995369395,0.013069670838241312,20.261747797224512,19.41019052951463,5.513669676676023,0.6101190476190476,0.3740755483136816
l7_species,0.001,0.7,3000,EST,MCAR,0.1,6,0.0089047562685613,1158641355,0.23024356137938753,0.47983701543272744,0.24041392061815856,0.31809122356412156,0.6038875593921553,0.5269660783232515,0.5777225078647693,0.17565168430574576,0.00024958075312329274,0.01579812498758295,0.006848152690957802,0.0679879139449715,0.5699056073478647,0.6002284816302037,0.5683543050643862,0.1633860506681577,0.0005457191390796462,0.02336063224914185,0.01695846215396051,-1.9009387608611488,0.32465598758909897,0.26789768439983297,0.2614367643427539,0.3022347868051022,4.939122924303605,0.3869206270391158,0.5504218966924015,0.8812292358803987,0.9115120274914089,0.8961148648648648,52,23.285714285714285,23.071428571428573,3.642857142857143,0.9565978334575923,0.9612030190457093,0.009214334071054613,20.31332119735884,20.377737965754136,3.2399351757272377,0.5865384615384616,0.39119231153804945
l7_species,0.001,0.7,3000,EST,MCAR,0.1,7,0.0089047562685613,4289227710,0.23497058171638893,0.48473764214922377,0.3229767175274876,0.3044054402244597,0.5846752813930324,0.5192059152639029,0.4231426283715415,0.1777095835908351,0.00024366723455983267,0.01560984415552675,0.007264446967804471,0.06014951626722631,0.5543133615180106,0.5610672957680033,0.5536173005386439,0.15810687005145502,0.0005485633019476273,0.023421428264468146,0.018071385672280147,-2.5197621637029886,0.24033875942049676,0.27268512595697564,0.1845620730970289,0.30038050669573596,5.084264005443734,0.41044125368095263,0.5722519690793166,0.8730420445177246,0.9097938144329897,0.8910391249474127,48,23.142857142857142,22.285714285714285,4.142857142857143,0.957886059482738,0.9544513804583767,0.01065861545793223,20.270549890948892,19.366704849896717,3.401541048043145,0.6160714285714286,0.3700681878936428
l7_species,0.001,0.7,3000,EST,MCAR,0.1,8,0.0089047562685613,4223424939,0.20499558727843434,0.45276438384488055,0.23268835613716712,0.3756962371328667,0.6482374849379801,0.585837464033002,0.6363648952044585,0.1806215205676864,0.00018214643883866988,0.013496163856395264,0.006423944156089789,0.2150689261447567,0.6138237067343306,0.6327566478706546,0.6137468028601977,0.17495859472394287,0.0004117778080047246,0.020292309085087498,0.01568299184198345,-3.5369300334055156,0.131352925418202,0.1591463669378506,0.09594883088939482,0.3658551625399988,4.637474472753454,0.36295284481907303,0.5161524923078368,0.8867120954003407,0.9067944250871081,0.896640826873385,46,24.071428571428573,23.0,3.642857142857143,0.9564536485213295,0.9546307297044184,0.011016186857615675,21.09942974473001,19.993219879259307,3.5481362928016997,0.5652173913043478,0.4378064971944179
l7_species,0.001,0.7,3000,EST,MCAR,0.1,9,0.0089047562685613,2572577577,0.23805101075808555,0.4879047148348595,0.25418542535803323,0.3242522330364691,0.5957495053684648,0.6280565322973715,0.5696743494931623,0.14225573211616616,0.0002662423078209363,0.01631693316223782,0.007541224100961208,0.183222821121394,0.53543071082087,0.5674412870941347,0.529126318110035,0.09081836780731267,0.0006727905299364644,0.025938205989167108,0.018142294060504997,-0.9703673095545349,0.24242072821921784,0.20332260104936214,0.19514422213504398,0.1614548332692906,5.102753560648571,0.4260791617043083,0.5771664998506035,0.8946459412780656,0.8662207357859532,0.8802039082412915,53,22.357142857142858,24.857142857142858,5.785714285714286,0.9568535266703512,0.959362791260972,0.010751741822171479,19.610489681499807,21.826666409421158,5.0605380075860635,0.5849056603773585,0.37308886211783704
